C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0010583|Cyclophosphamide|opco,phsu|opco",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0728747|trastuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C1273404|Stereotactic radiotherapy|topp|topp,ADMINISTERED_TO,"C0679646|Participant|popg,humn|humn"
C0593802|Aromatase Inhibitors|phsu|phsu,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0040808|Treatment Protocols|resa,topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0085533|Chemotherapy, Adjuvant|topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0593802|Aromatase Inhibitors|phsu|phsu,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0034272|pyridoxine|orch,phsu,vita|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0728747|trastuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0279025|Endocrine therapy|topp|topp,ADMINISTERED_TO,"C0206194|Survivors|podg,humn|humn"
C0600558|Neoadjuvant Therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0001551|Immunologic Adjuvants|imft,phsu|imft",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0851344|exemestane|phsu,strd|phsu",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0039286|Tamoxifen|orch,phsu|orch",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0677922|Ovarian ablation|topp|topp,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0677922|Ovarian ablation|topp|topp,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0279025|Endocrine therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C1515119|Systemic Therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0282402|Hormone replacement therapy|topp|topp,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0282402|Hormone replacement therapy|topp|topp,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0032042|Placebos|medd,topp|topp",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0066700|mometasone furoate|phsu,strd|phsu",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0728747|trastuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0034618|Radiation therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0679646|Participant|popg,humn|humn"
C0419095|Teleradiotherapy procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0034618|Radiation therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0538927|celecoxib|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0538927|celecoxib|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0034618|Radiation therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0034618|Radiation therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0144576|Paclitaxel|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0085533|Chemotherapy, Adjuvant|topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0920425|Cancer Treatment|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0677850|adjuvant therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0034618|Radiation therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C1516213|Cancer Patient|podg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0010583|Cyclophosphamide|opco,phsu|opco",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0013089|Doxorubicin|antb,orch|antb",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0079083|Carboplatin|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0144576|Paclitaxel|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0079083|Carboplatin|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0538927|celecoxib|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0009429|Combined Modality Therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0290883|anastrozole|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0242939|Radiotherapy, Adjuvant|topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0013227|Pharmaceutical Preparations|phsu|phsu,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0728747|trastuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C1328025|pertuzumab|aapp,gngm,imft,phsu|aapp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0032042|Placebos|medd,topp|topp",ADMINISTERED_TO,"C0009932|Control Groups|grup,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C1135117|Eloxatin|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0243192|agonists|phsu|phsu,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0392920|Chemotherapy-Oncologic Procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0069717|oxaliplatin|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C1261322|Assessment procedure|hlca|hlca,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C1506770|lapatinib|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0728747|trastuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C1293106|Hand maneuver|diap|diap,ADMINISTERED_TO,"C0871525|Therapists|prog,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0679646|Participant|popg,humn|humn"
C0556834|Manual lymphatic drainage|topp|topp,ADMINISTERED_TO,"C0009932|Control Groups|grup,humn|humn"
C0556834|Manual lymphatic drainage|topp|topp,ADMINISTERED_TO,"C0009932|Control Groups|grup,humn|humn"
C0032207|Platinum|elii|elii,ADMINISTERED_TO,"C1516213|Cancer Patient|podg,humn|humn"
"C0042672|Vinca Alkaloids|orch,phsu|orch",ADMINISTERED_TO,"C1516213|Cancer Patient|podg,humn|humn"
"C0215136|taxane|orch,phsu|orch",ADMINISTERED_TO,"C1516213|Cancer Patient|podg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0032207|Platinum|elii|elii,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0215136|taxane|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0032042|Placebos|medd,topp|topp",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0279494|Oestrogen therapy|topp|topp,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0032042|Placebos|medd,topp|topp",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0033306|Progestins|horm,phsu,strd|horm",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0034618|Radiation therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0034618|Radiation therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0543467|Operative Surgical Procedures|topp|topp,ADMINISTERED_TO,"C0009932|Control Groups|grup,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0257685|zoledronic acid|opco,phsu|opco",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0246415|docetaxel|orch,phsu|phsu",ADMINISTERED_TO,"C0679646|Participant|popg,humn|humn"
"C1328025|pertuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0679646|Participant|popg,humn|humn"
C0851312|Breast surgery|topp|topp,ADMINISTERED_TO,"C1257890|Population Group|popg,humn|humn"
C0013227|Pharmaceutical Preparations|phsu|phsu,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0079083|Carboplatin|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0246415|docetaxel|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0728747|trastuzumab|aapp,gngm,imft,phsu|phsu",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0085533|Chemotherapy, Adjuvant|topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C1273869|Intervention regimes|hlca|hlca,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0010583|Cyclophosphamide|opco,phsu|opco",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0027396|Naproxen|orch,phsu|orch",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0065180|Loratadine|orch,phsu|orch",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C1136535|pegfilgrastim|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0215136|taxane|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0039286|Tamoxifen|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0717550|candesartan|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C1302181|Chemotherapy cycle|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0246421|letrozole|orch,phsu|orch",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0144576|Paclitaxel|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0677850|adjuvant therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0215136|taxane|orch,phsu|orch",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0679646|Participant|popg,humn|humn"
"C0032042|Placebos|medd,topp|topp",ADMINISTERED_TO,"C0679646|Participant|popg,humn|humn"
C0394664|Acupuncture procedure|topp|topp,ADMINISTERED_TO,"C0679646|Participant|popg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
"C0085533|Chemotherapy, Adjuvant|topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0728747|trastuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0030231|Palliative Care|hlca|hlca,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0085533|Chemotherapy, Adjuvant|topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C1273869|Intervention regimes|hlca|hlca,ADMINISTERED_TO,"C0009932|Control Groups|grup,humn|humn"
C0013216|Pharmacotherapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0034618|Radiation therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0009818|Consultation|hlca|hlca,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0032042|Placebos|medd,topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0034618|Radiation therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0600558|Neoadjuvant Therapy|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0728747|trastuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C1516213|Cancer Patient|podg,humn|humn"
"C1506770|lapatinib|orch,phsu|phsu",ADMINISTERED_TO,"C1516213|Cancer Patient|podg,humn|humn"
"C0040808|Treatment Protocols|resa,topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0085533|Chemotherapy, Adjuvant|topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0012854|DNA|bacs,nnon|bacs",ADMINISTERED_TO,"C0679646|Participant|popg,humn|humn"
"C0023660|Lidocaine|orch,phsu|orch",ADMINISTERED_TO,"C0043210|Woman|popg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0045093|gemcitabine|nnon,phsu|phsu",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0085533|Chemotherapy, Adjuvant|topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0014582|Epirubicin|orch,phsu|orch",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0950521|cyclophosphamide/fluorouracil/methotrexate protocol|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0032042|Placebos|medd,topp|topp",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C1328025|pertuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C1328025|pertuzumab|aapp,gngm,imft,phsu|imft",ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,ADMINISTERED_TO,"C0030705|Patients|podg,humn|humn"
"C0010583|Cyclophosphamide|opco,phsu|opco",ADMINISTERED_TO(SPEC),"C0030705|Patients|podg,humn|humn"
C0593802|Aromatase Inhibitors|phsu|phsu,ADMINISTERED_TO(SPEC),"C0030705|Patients|podg,humn|humn"
C0010412|Cold Therapy|topp|topp,ADMINISTERED_TO(SPEC),"C0679646|Participant|popg,humn|humn"
"C0040165|Thyroxine|aapp,gngm,horm,phsu|aapp",ADMINISTERED_TO(SPEC),"C0030705|Patients|podg,humn|humn"
"C0039286|Tamoxifen|orch,phsu|orch",ADMINISTERED_TO(SPEC),"C0030705|Patients|podg,humn|humn"
"C0623362|Matrix Metalloproteinases|aapp,gngm,enzy|aapp",AFFECTS,C0598934|tumor growth|neop|neop
"C0623362|Matrix Metalloproteinases|aapp,gngm,enzy|aapp",AFFECTS,C1142499|Gastrointestinal toxicity|fndg|fndg
"||gngm,aapp|aapp",AFFECTS,C0877248|Adverse event|fndg|fndg
C0279025|Endocrine therapy|topp|topp,AFFECTS,"C0030705|Patients|podg,humn|podg"
C0279025|Endocrine therapy|topp|topp,AFFECTS,C0877373|Advanced cancer|neop|neop
"C0286651|atorvastatin|orch,phsu|orch",AFFECTS,C0281224|radiation toxicity|inpo|inpo
C0920688|Cancer Diagnosis|diap|diap,AFFECTS,C0815107|psychological distress|mobd|mobd
C0043240|Wound Healing|orgf|orgf,AFFECTS,C0009566|Complication|patf|patf
C0394664|Acupuncture procedure|topp|topp,AFFECTS,"C0206194|Survivors|podg,humn|podg"
C0695470|PHYSICAL PERFORMANCE|topp|topp,AFFECTS,"C0030705|Patients|podg,humn|podg"
C0087111|Therapeutic procedure|topp|topp,AFFECTS,C0549410|Palmar-plantar erythrodysesthesia syndrome|dsyn|dsyn
C0343138|Application of strapping|topp|topp,AFFECTS,C0026857|Musculoskeletal Diseases|dsyn|dsyn
C0087111|Therapeutic procedure|topp|topp,AFFECTS,C0036658|Esthesia|ortf|ortf
"C0538927|celecoxib|orch,phsu|orch",AFFECTS,C0281224|radiation toxicity|inpo|inpo
C0150627|Guided imagery|topp|topp,AFFECTS,"C0030705|Patients|podg,humn|podg"
C0150627|Guided imagery|topp|topp,AFFECTS,"C1516213|Cancer Patient|podg,humn|podg"
C0013216|Pharmacotherapy|topp|topp,AFFECTS,C0006142|Malignant neoplasm of breast|neop|neop
"C0014582|Epirubicin|orch,phsu|orch",AFFECTS,C0018801|Heart failure|dsyn|dsyn
C0087111|Therapeutic procedure|topp|topp,AFFECTS,"C0030705|Patients|podg,humn|podg"
"C0006674|Calcitriol|horm,phsu,strd,vita|horm",AFFECTS,C0596204|bone metabolism|ortf|ortf
"C0040808|Treatment Protocols|resa,topp|topp",AFFECTS,C0596204|bone metabolism|ortf|ortf
"C0671970|capecitabine|nnon,phsu|nnon",AFFECTS,C0278488|Breast cancer metastatic|neop|neop
C0006142|Malignant neoplasm of breast|neop|neop,AFFECTS,"C0030705|Patients|podg,humn|humn"
C0006142|Malignant neoplasm of breast|neop|neop,AFFECTS,C0815107|psychological distress|mobd|mobd
C0036658|Esthesia|ortf|ortf,AFFECTS,C0014653|Equilibrium|orgf|orgf
C0006142|Malignant neoplasm of breast|neop|neop,AFFECTS,"C0599773|Homologous Recombination|genf,mbrt|genf"
C0028778|Obstruction|patf|patf,AFFECTS,C0237820|Recovery|orgf|orgf
C0002766|Pain management|topp|topp,AFFECTS,C0237820|Recovery|orgf|orgf
C0002903|Anesthesia procedures|topp|topp,AFFECTS,C0237820|Recovery|orgf|orgf
C0003015|Angiotensin-Converting Enzyme Inhibitors|phsu|phsu,AFFECTS,C0278493|Breast cancer recurrent|neop|neop
"C0003211|Anti-Inflammatory Agents, Non-Steroidal|phsu|phsu",AFFECTS,C0278493|Breast cancer recurrent|neop|neop
"C0004057|Aspirin|orch,phsu|phsu",AFFECTS,C0278493|Breast cancer recurrent|neop|neop
"C0012265|Digoxin|carb,phsu,strd|phsu",AFFECTS,C0278493|Breast cancer recurrent|neop|neop
"C0017710|Glucocorticoids|horm,strd|horm",AFFECTS,C0278493|Breast cancer recurrent|neop|neop
"C0242402|Opioids|hops,phsu|hops",AFFECTS,C0278493|Breast cancer recurrent|neop|neop
"C1257954|Cyclooxygenase 2 Inhibitors|orch,phsu|phsu",AFFECTS,C0278493|Breast cancer recurrent|neop|neop
C0677850|adjuvant therapy|topp|topp,AFFECTS,C0011065|Cessation of life|orgf|orgf
C0282564|Anthracyclines|orch|orch,AFFECTS,C0876994|Cardiotoxicity|inpo|inpo
"C0242698|Ventricular Dysfunction, Left|patf|patf",AFFECTS,"C0030705|Patients|podg,humn|humn"
"C0025859|Metoprolol|orch,phsu|orch",AFFECTS,C0871261|response|clna|clna
C0087111|Therapeutic procedure|topp|topp,AFFECTS,C0019010|Hemodynamics|ortf|ortf
"C0541315|everolimus|orch,phsu|orch",AFFECTS,C0006142|Malignant neoplasm of breast|neop|neop
C0087111|Therapeutic procedure|topp|topp,AFFECTS,C0015230|Exanthema|dsyn|dsyn
C1313616|Ospemifene|orch|orch,AFFECTS,C0006141|Breast|bpoc|bpoc
"C0006560|C-reactive protein|aapp,gngm,imft|aapp",AFFECTS,C0020962|Immune system|bdsy|bdsy
"C0257685|zoledronic acid|opco,phsu|opco",AFFECTS,C0006142|Malignant neoplasm of breast|neop|neop
C0031117|Peripheral Neuropathy|dsyn|dsyn,AFFECTS,"C0237401|Individual|grup,humn|humn"
C0007209|Cardiotonic Agents|phsu|phsu,AFFECTS,C0023882|Little's Disease|dsyn|dsyn
C0027651|Neoplasm|neop|neop,AFFECTS,C0014653|Equilibrium|orgf|orgf
"C0164786|Proto-Oncogene Proteins c-akt|aapp,gngm,enzy|aapp",AFFECTS,C0037083|Signal Transduction|celf|celf
C0563322|Intravenous steroid injection|topp|topp,AFFECTS,"C0262627|Seroma|anab,patf|patf"
C0013216|Pharmacotherapy|topp|topp,AFFECTS,C0232896|Reproductive function|phsf|phsf
C0006142|Malignant neoplasm of breast|neop|neop,AFFECTS,"C0043210|Woman|popg,humn|humn"
C0030198|Pain Measurement|diap|diap,AFFECTS,C1261322|Assessment procedure|hlca|hlca
C0006826|Malignant Neoplasms|neop|neop,AFFECTS,"C1516213|Cancer Patient|podg,humn|humn"
"C0006353|Buffers|bacs,irda|bacs",AFFECTS,C1457887|Symptoms|sosy|sosy
"C0079183|Cyclins|aapp,gngm,bacs|aapp",AFFECTS,C1516334|Cell Cycle Progression|celf|celf
C0599877|loss; bone|patf|patf,AFFECTS,"C1516231|Cancer Survivor|podg,humn|humn"
C0087111|Therapeutic procedure|topp|topp,AFFECTS,C0278488|Breast cancer metastatic|neop|neop
"C0671970|capecitabine|nnon,phsu|nnon",AFFECTS(SPEC),C0549410|Palmar-plantar erythrodysesthesia syndrome|dsyn|dsyn
"C0013089|Doxorubicin|antb,orch|antb",AFFECTS(SPEC),C0019010|Hemodynamics|ortf|ortf
"C0728747|trastuzumab|aapp,gngm,imft,phsu|aapp",ASSOCIATED_WITH,C0006142|Malignant neoplasm of breast|neop|neop
"C0249880|Cyclin-Dependent Kinase Inhibitor 2A|aapp,gngm,bacs|aapp",ASSOCIATED_WITH,C0877373|Advanced cancer|neop|neop
"C0935916|fulvestrant|phsu,strd|strd",ASSOCIATED_WITH,C0877373|Advanced cancer|neop|neop
"C0069492|onapristone|phsu,strd|strd",ASSOCIATED_WITH,C0007103|Malignant neoplasm of endometrium|neop|neop
"C0249880|Cyclin-Dependent Kinase Inhibitor 2A|aapp,gngm,bacs|aapp",ASSOCIATED_WITH,C0877373|Advanced cancer|neop|neop
"C0249880|Cyclin-Dependent Kinase Inhibitor 2A|aapp,gngm,bacs|aapp",ASSOCIATED_WITH,C0278488|Breast cancer metastatic|neop|neop
C1516924|Epigenetic Process|genf|genf,ASSOCIATED_WITH,C0376452|DNA Methylation|genf|genf
"C1136535|pegfilgrastim|aapp,gngm,imft,phsu|aapp",ASSOCIATED_WITH,C0151825|Bone pain|sosy|sosy
"||gngm,aapp|gngm",ASSOCIATED_WITH,C0278488|Breast cancer metastatic|neop|neop
"C0034678|ras Oncogene|gngm,aapp|gngm",ASSOCIATED_WITH,C0006142|Malignant neoplasm of breast|neop|neop
"C1565860|prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase), human|aapp,gngm,enzy|aapp",ASSOCIATED_WITH,C0006142|Malignant neoplasm of breast|neop|neop
"C0014939|Estrogens|horm,phsu,strd|horm",ASSOCIATED_WITH,C0027651|Neoplasm|neop|neop
"C0290883|anastrozole|orch,phsu|phsu",ASSOCIATED_WITH,C0153658|Malignant neoplasm of endocrine gland|neop|neop
